iter	RMSE
412	0.008518179294
413	0.008510808265
414	0.008506789492
415	0.008504114541
416	0.008491491467
417	0.008457499643
418	0.008456140063
419	0.008447247605
420	0.008434955412
421	0.008416960726
422	0.00840111314
423	0.008377902318
424	0.008370390553
425	0.008349122543
426	0.008339899326
427	0.008317669867
428	0.008305083636
429	0.008286722615
430	0.008269230631
431	0.008244863883
432	0.008243154598
433	0.00822792473
434	0.008215358828
435	0.008187886076
436	0.008154941088
437	0.008153664795
438	0.008122990251
439	0.008105718036
440	0.008077593432
441	0.008058471201
442	0.008053226034
443	0.008037148588
444	0.008019632755
445	0.008014963695
446	0.007997846415
447	0.007976596374
448	0.007958382865
449	0.007947714949
450	0.007928331469
451	0.007926974785
452	0.007924543276
453	0.007914290462
454	0.007896862549
455	0.007870967657
456	0.007867235849
457	0.007842331532
458	0.007817588739
459	0.007802779048
460	0.007790834557
461	0.007769604516
462	0.007753297538
463	0.007743382766
464	0.007730419823
465	0.007717303857
466	0.007700860618
467	0.007681668793
468	0.007665035179
469	0.007663074656
470	0.007659320115
471	0.007640612024
472	0.007623585018
473	0.007607783128
474	0.007595121266
475	0.007570323694
476	0.007545084314
477	0.007530708906
478	0.007519286667
479	0.007508286634
480	0.007500356231
481	0.007494988197
482	0.007486215547
483	0.00747062823
484	0.007457853188
485	0.00744943674
486	0.007447047687
487	0.007432326318
488	0.007407752947
489	0.007403089794
490	0.007395395425
491	0.007386982375
492	0.007378856097
493	0.007362695267
494	0.007347630408
495	0.007345593869
496	0.007328133435
497	0.007309817762
498	0.007302617865
499	0.007288021689
